"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","0","0","10","1","0.000000","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","0","0","20","1","0.000000","0","0"
"/Game/?????/Materials/M_ky_dynDust.M_ky_dynDust","0","42","42","1","251.102371","0","0"
"/Game/?????/Materials/M_ky_noiseSmoke2.M_ky_noiseSmoke2","0","42","42","1","315.514679","0","0"
"/Game/??????/Weapons/Dual_Blade/Dual_Blade_Arrow/M_Dual_Blade_Arrow.M_Dual_Blade_Arrow","0","39","39","1","289.367584","0","0"
"/Game/?????????/3????????/??????????/?????/?????/????/Cork.Cork","0","15","15","1","116.173889","0","0"
"/Game/?????????/3????????/??????????/?????/?????/????/Glass_2.Glass_2","0","15","15","1","109.625931","0","0"
"/Game/?????????/3????????/??????????/?????/?????/????????/Cork.Cork","0","15","15","1","111.068054","0","0"
"/Game/?????????/3????????/??????????/?????/?????/????????/Glass_3.Glass_3","0","15","15","1","109.245468","0","0"
"/Game/??????/Weapons/Blade/Swords/Blade_BlackKnight/M_Blade_BlackKnight.M_Blade_BlackKnight","0","39","39","1","286.682434","0","0"
"/Game/?????????/3????????/??????????/?????/?????/????????/Glass.Glass","0","15","15","1","110.819656","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","0","4","1","0.000000","0","0"
"/Game/?????????/??????/????????/mutant_M.mutant_M","0","39","39","1","277.441650","0","0"
"/Game/?????????/?????????2/????????/Ganfaul_Body.Ganfaul_Body","0","39","39","1","263.083008","0","0"
"/Game/??????/Weapons/Dual_Blade/Dual_Blade_WrappedDeath/M_Dual_Blade_WrappedDeath.M_Dual_Blade_WrappedDeath","0","39","39","1","267.855804","0","0"
"/Game/??????/Weapons/Blade/Axes/Blade_GreatBlade/M_Blade_GreatBlade.M_Blade_GreatBlade","0","39","39","1","289.616730","0","0"
"/Game/KiteDemo/Material/M_Photoscan_Master.M_Photoscan_Master","0","286","298","2","2383.630127","143","149"
"/Game/???????/Materials/???????????2.???????????2","0","1459","1521","16","1493.914063","0","0"
"/Game/KiteDemo/Environments/Foliage/Flowers/Heather/M_HeatherNew_Master.M_HeatherNew_Master","0","291","303","3","1005.633545","97","101"
"/Game/KiteDemo/Environments/Foliage/Grass/FieldGrass/M_FieldGrass_01.M_FieldGrass_01","0","291","303","3","299.128448","0","0"
"/Game/StarterContent/Particles/Materials/M_smoke_subUV.M_smoke_subUV","0","0","87","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Radial_Gradient.M_Radial_Gradient","0","0","34","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Heat_Distortion.M_Heat_Distortion","0","0","38","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Fire_SubUV.M_Fire_SubUV","0","0","26","1","0.000000","0","0"
"/Game/KiteDemo/Environments/Trees/ScotsPine_01/ScotsPine_01_Fronds_Mat.ScotsPine_01_Fronds_Mat","0","93","95","1","101.816948","0","0"
"/Game/KiteDemo/Environments/Trees/ScotsPineTall_01/ScotsPineTall_01_Billboard_Mat.ScotsPineTall_01_Billboard_Mat","0","49","51","1","62.427689","0","0"
"/Game/KiteDemo/Environments/Trees/ScotsPine_01/ScotsPine_01_Branches_Mat.ScotsPine_01_Branches_Mat","0","93","95","1","105.423851","0","0"
"/Game/KiteDemo/Environments/Trees/ScotsPine_01/ScotsPine_01_Branches_2_Mat.ScotsPine_01_Branches_2_Mat","0","93","95","1","104.569931","0","0"
"/Game/StarterContent/Props/Materials/M_TableRound.M_TableRound","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Statue.M_Statue","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Basic_Floor.M_Basic_Floor","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_StatueGlass.M_StatueGlass","0","0","45","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Chair.M_Chair","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Copper.M_Metal_Copper","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Burnished_Steel.M_Metal_Burnished_Steel","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Brushed_Nickel.M_Metal_Brushed_Nickel","0","0","24","1","0.000000","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","0","68","1","0.000000","0","0"
"/Game/KiteDemo/Environments/Foliage/Ferns/M_Fern_01.M_Fern_01","0","97","101","1","94.093048","0","0"
"/Game/?????????/3????????/??????????/?????/?????/????????/Glass_2.Glass_2","0","15","15","1","16.319345","0","0"
"/Game/KiteDemo/Environments/Trees/ScotsPine_01/ScotsPine_01_Leaves_Mat.ScotsPine_01_Leaves_Mat","0","97","101","1","117.393082","0","0"
"/Game/?????????/3????????/??????????/?????/?????/????/Glass.Glass","0","15","15","1","16.253492","0","0"
"/Game/?????????/3????????/??????????/?????/?????/????/Glass_3.Glass_3","0","15","15","1","16.349998","0","0"
"/Game/???????/Materials/?????_terrain.?????_terrain","0","24","24","1","30.521122","0","0"
"/Game/???????/Materials/????_terrain.????_terrain","0","24","24","1","34.199272","0","0"
"/Game/???????/Materials/?????t_terrain.?????t_terrain","0","24","24","1","29.567999","0","0"
"/Game/???????/Materials/??????_terain.??????_terain","0","24","24","1","29.923904","0","0"
"/Game/???????/Materials/?????_terrain.?????_terrain","0","24","24","1","29.648170","0","0"
"/Game/???????/???????????.???????????","0","47","49","1","83.967293","47","49"
"/Game/?????????/??????/????????/phong1.phong1","0","39","39","1","112.495331","0","0"
"/Game/?????????/??????/????????/eyes_lambert.eyes_lambert","0","39","39","1","85.212227","0","0"
"/Game/??????/Weapons/Blade/Axes/Blade_TechAxe/M_Blade_TechAxe.M_Blade_TechAxe","0","39","39","1","189.363495","0","0"
"/Game/??????/Weapons/Blade/Axes/Blade_SkexyAxe/M_Blade_SkexyAxe.M_Blade_SkexyAxe","0","39","39","1","188.582657","0","0"
"/Game/??????/Weapons/Blade/Axes/Blade_IceElemental/M_Blade_IceElemental.M_Blade_IceElemental","0","39","39","1","163.345612","0","0"
"/Game/??????/Weapons/Blade/Axes/Blade_HeavyAxe/M_Blade_HeavyAxe.M_Blade_HeavyAxe","0","39","39","1","180.703552","0","0"
"/Game/??????/Weapons/Blade/Axes/Blade_DeadlyAxe/M_Blade_DeadlyAxe.M_Blade_DeadlyAxe","0","39","39","1","168.687546","0","0"
"/Game/??????/Weapons/Blunt/Blunt_StoneHammer/M_Blunt_StoneHammer.M_Blunt_StoneHammer","0","39","39","1","115.599655","0","0"
"/Game/??????/Weapons/Blunt/Blunt_Punctuator/M_Blunt_Punctuator.M_Blunt_Punctuator","0","39","39","1","75.988708","0","0"
"/Game/??????/Weapons/Blunt/Blunt_Pulverizer/M_Blunt_Pulverizer.M_Blunt_Pulverizer","0","39","39","1","76.729919","0","0"
"/Game/??????/Weapons/Blunt/Blunt_MeatTenderizer/M_Blunt_MeatTenderizer.M_Blunt_MeatTenderizer","0","39","39","1","76.970718","0","0"
"/Game/??????/Weapons/Blunt/Blunt_CrudeHammer/M_Blunt_CrudeHammer.M_Blunt_CrudeHammer","0","39","39","1","75.353271","0","0"
"/Game/??????/Weapons/Blunt/Blunt_Core/M_Blunt_Core.M_Blunt_Core","0","39","39","1","75.379822","0","0"
"/Game/??????/Weapons/Blade/Axes/Blade_BohntaPick/M_Blade_BohntaPick.M_Blade_BohntaPick","0","39","39","1","74.229477","0","0"
"/Game/??????/Weapons/Dual_Blade/Dual_Blade_Axe2/M_Dual_Blade_Axe2.M_Dual_Blade_Axe2","0","39","39","1","77.098511","0","0"
"/Game/??????/Weapons/Dual_Blade/Dual_Blade_Axe14/M_Dual_Blade_Axe14.M_Dual_Blade_Axe14","0","39","39","1","163.616104","0","0"
"/Game/??????/Weapons/Dual_Blade/Dual_Blade_Axe11/M_Dual_Blade_Axe11.M_Dual_Blade_Axe11","0","39","39","1","184.195053","0","0"
"/Game/??????/Weapons/Blunt/Blunt_Hellhammer/M_Blunt_Hellhammer.M_Blunt_Hellhammer","0","39","39","1","173.698395","0","0"
"/Game/??????/Weapons/Dual_Blade/Dual_Blade_Bone/M_Dual_Blade_Bone.M_Dual_Blade_Bone","0","39","39","1","168.899857","0","0"
"/Game/??????/Weapons/Dual_Blade/Dual_Blade_Talon/M_Dual_Blade_Talon_2.M_Dual_Blade_Talon_2","0","39","39","1","170.969681","0","0"
"/Game/??????/Weapons/Dual_Blade/Dual_Blade_Rock/M_Dual_Blade_Rock.M_Dual_Blade_Rock","0","39","39","1","174.155762","0","0"
"/Game/??????/Weapons/Dual_Blade/Dual_Blade_Tech/M_Dual_Blade_Tech.M_Dual_Blade_Tech","0","39","39","1","168.302383","0","0"
"/Game/??????/Weapons/Blade/Swords/Blade_HeroSword22/M_Blade_HeroSword22.M_Blade_HeroSword22","0","39","39","1","170.696136","0","0"
"/Game/??????/Weapons/Blade/Swords/Blade_HeroSword11/M_Blade_HeroSword11.M_Blade_HeroSword11","0","39","39","1","173.230209","0","0"
"/Game/??????/Weapons/Blade/Swords/Blade_HeroSword10/M_Blade_HeroSword.M_Blade_HeroSword","0","39","39","1","176.658585","0","0"
"/Game/??????/Weapons/Blade/Swords/Blade_Glimmer/M_Blade_Glimmer.M_Blade_Glimmer","0","39","39","1","161.646744","0","0"
"/Game/??????/Weapons/Blade/Swords/Blade_DragonSword/M_Blade_DragonSword.M_Blade_DragonSword","0","39","39","1","179.234009","0","0"
"/Game/??????/Weapons/Dual_Blade/Dual_Blade_Talon/M_Dual_Blade_Talon.M_Dual_Blade_Talon","0","39","39","1","167.772446","0","0"
"/Game/??????/Weapons/Dual_Blade/Dual_Blade_Rock/M_Dual_Blade_Rock_2.M_Dual_Blade_Rock_2","0","39","39","1","166.093430","0","0"
"/Game/??????/Weapons/Blade/Swords/Blade_HeroSword16/M_Blade_HeroSword16.M_Blade_HeroSword16","0","39","39","1","164.495621","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","10","1","0.000000","0","0"
"/Game/?????/Materials/M_ky_vortex04_4x4.M_ky_vortex04_4x4","0","76","76","2","243.003876","0","0"
"/Game/?????/Materials/M_ky_trail_sword_attribute.M_ky_trail_sword_attribute","0","52","52","1","177.762466","0","0"
"/Game/?????/Materials/M_ky_trail_sword_primitive.M_ky_trail_sword_primitive","0","52","52","1","160.930939","0","0"
"/Game/?????/Materials/M_ky_trail_sword.M_ky_trail_sword","0","52","52","1","165.599182","0","0"
"/Game/?????/Materials/M_ky_ice04.M_ky_ice04","0","72","72","1","225.870010","0","0"
"/Game/?????/Materials/M_ky_sword_black.M_ky_sword_black","0","39","39","1","149.909622","0","0"
"/Game/?????????/3????????/??????????/????/?????/??????????/shield_01.shield_01","0","15","15","1","668.986328","0","0"
"/Game/?????????/3????????/??????????/????/?????/??????????????????/Wood.Wood","0","15","15","1","300.631287","0","0"
"/Game/?????????/3????????/??????????/????/?????/??????????????????/Metal.Metal","0","15","15","1","76.324020","0","0"
"/Game/?????????/3????????/??????????/????/?????/??????????????????????/lambert2.lambert2","0","15","15","1","56.154152","0","0"
"/Game/????/Materials/ParticleMaterials/water_emitter_mat.water_emitter_mat","0","129","137","1","445.034058","0","0"
"/Game/????/Materials/ComputeMaterials_and_RenderTargets/Raint_Mat.Raint_Mat","0","98","104","1","206.863754","0","0"
"/Game/????/Materials/DebugMaterials/RainIndicator_mat.RainIndicator_mat","0","12","12","1","46.396149","0","0"
"/Game/????/Materials/DebugMaterials/PlaneCollider_mat.PlaneCollider_mat","0","36","38","1","120.982590","0","0"
"/Game/????/Materials/DebugMaterials/DebugNoDepth.DebugNoDepth","0","36","38","1","121.161934","0","0"
"/Game/????/Materials/DebugMaterials/buoyancy_plane_mat.buoyancy_plane_mat","0","36","38","1","118.143143","0","0"
"/Game/????/Materials/ComputeMaterials_and_RenderTargets/HeightSim.HeightSim","0","4","4","1","7.996388","0","0"
"/Game/????/Materials/ComputeMaterials_and_RenderTargets/ForceSplat.ForceSplat","0","10","10","1","31.633427","0","0"
"/Game/????/Materials/ComputeMaterials_and_RenderTargets/DepthCapture.DepthCapture","0","6","6","1","12.085704","0","0"
"/Game/????/Materials/ComputeMaterials_and_RenderTargets/ComputeNormal.ComputeNormal","0","4","4","1","11.175179","0","0"
"/Game/????/Materials/BasicMaterials/White_TwoSided_mat.White_TwoSided_mat","0","57","59","1","228.548019","0","0"
"/Game/????/Materials/BasicMaterials/UnderWaterShake_PP_mat.UnderWaterShake_PP_mat","0","6","6","1","13.165963","0","0"
"/Game/????/Materials/BasicMaterials/invisible_mat.invisible_mat","0","31","31","1","153.139938","0","0"
"/Game/????/Materials/BasicMaterials/Gold_mad.Gold_mad","0","15","15","1","63.135040","0","0"
"/Game/????/Materials/BasicMaterials/caustics_mat.caustics_mat","0","34","34","1","170.047821","0","0"
"/Game/????/Materials/WaterMaterial.WaterMaterial","0","276","276","3","2109.129639","0","0"
"/Game/ThirdPerson/Meshes/RampMaterial.RampMaterial","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Basic_Wall.M_Basic_Wall","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Shelf.M_Shelf","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Rock.M_Rock","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_MaterialSphere_Plain.M_MaterialSphere_Plain","0","0","15","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_MaterialSphere.M_MaterialSphere","0","0","15","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Lamp.M_Lamp","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Frame.M_Frame","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Door.M_Door","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Bush.M_Bush","0","0","51","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Glass.M_Glass","0","0","45","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Spark.M_Spark","0","0","26","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_radial_ramp.M_radial_ramp","0","0","34","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/m_flare_01.m_flare_01","0","0","34","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_explosion_subUV.M_explosion_subUV","0","0","26","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Dust_Particle.M_Dust_Particle","0","0","115","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Burst.M_Burst","0","0","32","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Walnut.M_Wood_Walnut","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Pine.M_Wood_Pine","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Oak.M_Wood_Oak","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Worn.M_Wood_Floor_Walnut_Worn","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Polished.M_Wood_Floor_Walnut_Polished","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Water_Ocean.M_Water_Ocean","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Water_Lake.M_Water_Lake","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Panel.M_Tech_Panel","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile_Pulse.M_Tech_Hex_Tile_Pulse","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile.M_Tech_Hex_Tile","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Checker_Dot.M_Tech_Checker_Dot","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Slate.M_Rock_Slate","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Sandstone.M_Rock_Sandstone","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Marble_Polished.M_Rock_Marble_Polished","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Basalt.M_Rock_Basalt","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Steel.M_Metal_Steel","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Rust.M_Metal_Rust","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Gold.M_Metal_Gold","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Chrome.M_Metal_Chrome","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Moss.M_Ground_Moss","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Gravel.M_Ground_Gravel","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Grass.M_Ground_Grass","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Tiles.M_Concrete_Tiles","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Poured.M_Concrete_Poured","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Panels.M_Concrete_Panels","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Grime.M_Concrete_Grime","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_ColorGrid_LowSpec.M_ColorGrid_LowSpec","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Smooth.M_CobbleStone_Smooth","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Rough.M_CobbleStone_Rough","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Pebble.M_CobbleStone_Pebble","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ceramic_Tile_Checker.M_Ceramic_Tile_Checker","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Hewn_Stone.M_Brick_Hewn_Stone","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Cut_Stone.M_Brick_Cut_Stone","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_Old.M_Brick_Clay_Old","0","24","24","1","117.811829","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_New.M_Brick_Clay_New","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_Beveled.M_Brick_Clay_Beveled","0","0","24","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_AssetPlatform.M_AssetPlatform","0","0","24","1","0.000000","0","0"
"/Engine/EditorMaterials/Thumbnails/SkySphereMaterial.SkySphereMaterial","0","0","4","1","0.000000","0","0"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Skybox_Master.M_LightStage_Skybox_Master","0","0","8","2","0.000000","0","0"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Arrows.M_LightStage_Arrows","0","0","4","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_GreyBall.M_GreyBall","0","0","24","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ColorGrid.M_ColorGrid","0","0","24","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoatBlack.M_ClearCoatBlack","0","0","24","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ChromeBall.M_ChromeBall","0","0","48","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoat.M_ClearCoat","0","0","24","1","0.000000","0","0"
"/Engine/EngineMaterials/AntiAliasedTextMaterialTranslucent.AntiAliasedTextMaterialTranslucent","0","0","33","1","0.000000","0","0"
"/Game/Mannequin/Character/Materials/M_UE4Man_Body.M_UE4Man_Body","0","0","208","2","0.000000","0","0"
"/Game/KiteDemo/Environments/Foliage/Flowers/Heather/M_HeatherNew_MasterWorldColorVarience.M_HeatherNew_MasterWorldColorVarience","0","291","303","3","1258.308960","0","0"
"/Game/KiteDemo/Environments/Foliage/Flowers/FieldScabious/M_FieldScabious_01.M_FieldScabious_01","0","194","202","2","911.351563","0","0"
"/Game/Geometry/Meshes/CubeMaterial.CubeMaterial","0","0","24","1","0.000000","0","0"
